Symbol	macrophage, TB infection, non stimulated BMDM, with Mtb, 028hr(004h after stimulation), biol_rep4.CNhs14347.3972-173I4	macrophage, TB infection, non stimulated BMDM, with Mtb, 036hr(012h after stimulation), biol_rep4.CNhs14348.3973-173A5	macrophage, TB infection, non stimulated BMDM, with Mtb, 048hr(024h after stimulation), biol_rep4.CNhs14349.3974-173B5	macrophage, TB infection, non stimulated BMDM, with Mtb, 072hr(048h after stimulation), biol_rep4.CNhs14350.3975-173C5	macrophage, TB infection, non stimulated BMDM, with Mtb, 120hr(096h after stimulation), biol_rep4.CNhs14351.3976-173D5	macrophage, TB infection, non stimulated BMDM, without Mtb, 024hr, biol_rep4.CNhs14342.3967-173D4	macrophage, TB infection, non-stimulated BMDM, with Mtb, 028hr(004h after stimulation), biol_rep1.CNhs11507.3607-170C6	macrophage, TB infection, non-stimulated BMDM, with Mtb, 028hr(004h after stimulation), biol_rep2.CNhs11582.3679-171C6	macrophage, TB infection, non-stimulated BMDM, with Mtb, 036hr(012h after stimulation), biol_rep1.CNhs11508.3608-170D6	macrophage, TB infection, non-stimulated BMDM, with Mtb, 036hr(012h after stimulation), biol_rep2.CNhs11583.3680-171D6	macrophage, TB infection, non-stimulated BMDM, with Mtb, 048hr(024h after stimulation), biol_rep1.CNhs11509.3609-170E6	macrophage, TB infection, non-stimulated BMDM, with Mtb, 048hr(024h after stimulation), biol_rep2.CNhs11584.3681-171E6	macrophage, TB infection, non-stimulated BMDM, with Mtb, 072hr(048h after stimulation), biol_rep1.CNhs11510.3610-170F6	macrophage, TB infection, non-stimulated BMDM, with Mtb, 072hr(048h after stimulation), biol_rep2.CNhs11585.3682-171F6	macrophage, TB infection, non-stimulated BMDM, with Mtb, 120hr(096h after stimulation), biol_rep1.CNhs11511.3611-170G6	macrophage, TB infection, non-stimulated BMDM, with Mtb, 120hr(096h after stimulation), biol_rep2.CNhs11586.3683-171G6	macrophage, TB infection, non-stimulated BMDM, without Mtb, 004hr, biol_rep3.CNhs11633.3705-172B1	macrophage, TB infection, non-stimulated BMDM, without Mtb, 006hr, biol_rep3.CNhs11634.3706-172C1	macrophage, TB infection, non-stimulated BMDM, without Mtb, 012hr, biol_rep3.CNhs11635.3707-172D1	macrophage, TB infection, non-stimulated BMDM, without Mtb, 024hr, biol_rep1.CNhs11458.3561-170B1	macrophage, TB infection, non-stimulated BMDM, without Mtb, 024hr, biol_rep2.CNhs11533.3633-171B1	macrophage, TB infection, non-stimulated BMDM, without Mtb, 024hr, biol_rep3.CNhs11636.3708-172E1	macrophage, TB infection, non-stimulated BMDM, without Mtb, 028hr, biol_rep1.CNhs11459.3562-170C1	macrophage, TB infection, non-stimulated BMDM, without Mtb, 028hr, biol_rep2.CNhs11534.3634-171C1	macrophage, TB infection, non-stimulated BMDM, without Mtb, 028hr, biol_rep3.CNhs11637.3709-172F1	macrophage, TB infection, non-stimulated BMDM, without Mtb, 036hr, biol_rep1.CNhs11460.3563-170D1	macrophage, TB infection, non-stimulated BMDM, without Mtb, 036hr, biol_rep2.CNhs11535.3635-171D1	macrophage, TB infection, non-stimulated BMDM, without Mtb, 036hr, biol_rep3.CNhs14298.3710-172G1	macrophage, TB infection, non-stimulated BMDM, without Mtb, 048hr, biol_rep1.CNhs11461.3564-170E1	macrophage, TB infection, non-stimulated BMDM, without Mtb, 048hr, biol_rep2.CNhs11536.3636-171E1	macrophage, TB infection, non-stimulated BMDM, without Mtb, 048hr, biol_rep3.CNhs14299.3711-172H1	macrophage, TB infection, non-stimulated BMDM, without Mtb, 072hr, biol_rep1.CNhs11462.3565-170F1	macrophage, TB infection, non-stimulated BMDM, without Mtb, 072hr, biol_rep2.CNhs11537.3637-171F1	macrophage, TB infection, non-stimulated BMDM, without Mtb, 072hr, biol_rep3.CNhs14300.3712-172I1	macrophage, TB infection, non-stimulated BMDM, without Mtb, 120hr, biol_rep1.CNhs11463.3566-170G1	macrophage, TB infection, non-stimulated BMDM, without Mtb, 120hr, biol_rep2.CNhs11538.3638-171G1	macrophage, TB infection, non-stimulated BMDM, without Mtb, 120hr, biol_rep3.CNhs14301.3713-172A2
Ip6k1	38.41	38.5	31.88	34.48	7.86	68.43	71.07	87.71	94.44	69.29	81.62	76.15	82.39	111.99	68.75	87.24	96.21	98.36	107.8	63.57	132.12	119.69	72.8	122.76	133.36	76.53	123.85	124.01	77.98	138.8	128.53	101.1	85.8	105.03	76.51	87.52	96.49
Ip6k1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf123	0.52	0.45	0.31	1.09	15.72	0.83	1.25	0	1.21	0	0.45	0	0	0	0	3.01	0.71	1	0.37	0	1.77	1.05	0.78	1.22	0.9	1.64	0.6	1.34	0	0.94	0.59	0	1.03	0.46	1.56	0.79	1.32
Rnf123	9.55	10	8.23	9.27	15.72	11.52	4.99	3.99	4.24	10.39	4.04	7.61	5.78	9.88	4.24	12.03	8.81	9.92	8.35	14.02	12.41	9.74	6.26	9.77	9.45	9.84	7.25	9.35	10.14	8.5	7.8	8.09	8.22	9.05	12.49	7.49	9.56
Rnf123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nicn1	2.2	1.34	2.6	9.82	39.31	6.52	1.87	1.99	6.05	18.48	17.04	21.76	8.67	26.35	11.88	45.12	14.88	15.58	22.39	14.02	15.07	17.86	14.87	22.6	16.48	12.57	25.98	15.94	16.38	18.41	13.6	20.22	17.98	17.52	21.86	17.35	16.77
ENSMUST00000082429	7.24	11.19	30.94	24.88	7.86	13.74	6.23	3.99	13.32	31.18	5.38	21.76	21.68	26.35	43.29	27.07	8.22	10.18	8.99	10.28	6.21	8.89	9.39	8.55	8.07	6.56	6.65	5.96	7.8	7.08	8.87	4.04	8.73	9.96	9.37	1.97	12.21
ENSMUST00000082429	4.72	4.33	10.63	9.38	0	7.36	3.12	3.99	1.82	2.31	2.24	2.18	2.89	0	13.58	0	3.81	3.01	3.12	2.8	1.77	2.31	2.35	1.83	3.03	0.55	0.6	1.51	3.12	1.42	3.19	2.7	0.51	3.66	3.12	2.37	3.38
ENSMUST00000082429	914.19	447.39	666.12	1923.82	951.2	1790.77	795.48	1341.62	454.67	900.73	1423.04	2124.54	1037.82	2687.88	1625.37	2015.54	2082.05	2262.62	2625.67	1309.66	2692.91	1958.53	1394.21	2648.88	1819.72	1375.91	2405.67	1223.99	1285.15	2201.37	1542.86	1379.07	1836.67	1667.12	1166.37	1576.5	1930.56
ENSMUST00000082429	7.45	4.63	9.06	12.44	0	18.88	9.97	5.98	4.84	5.77	17.04	27.2	17.35	26.35	11.88	36.1	18.34	17.08	17.71	15.89	34.58	12.47	18.79	25.65	12.48	15.85	26.58	10.06	12.48	20.3	9.81	9.44	15.41	12.25	9.37	23.26	14.56
ENSMUST00000082429	8.92	3.58	6.25	21.17	0	23.87	12.47	15.95	7.87	5.77	23.32	14.14	18.79	19.76	23.77	9.02	20.6	25.12	21.93	19.63	39.01	18.77	21.92	33.59	21.17	22.96	27.79	14.33	14.82	30.21	16.67	14.83	20.04	22.56	14.05	24.44	23.53
Ndufaf3	0	0.15	0	0	0	0.14	0	0	0	0	0	0	0	0	0	0	0.12	0.13	0	0	0	0	0.78	0	0	0	0	0.09	0	0	0	0	0.51	0	0	0	0
Ndufaf3	0	0.15	0.21	0.22	0	0.14	0	0	0	0	0	0	1.45	6.59	0	0	0.48	0.25	0.09	0	0.89	0.49	0	0.61	0.07	0.55	1.21	0.18	1.56	0	0.35	0	0.51	0.23	0	0	0.15
Ndufaf3	18.47	38.5	52.61	45.5	39.31	44.28	24.94	15.95	29.67	72.75	28.7	70.71	69.38	85.64	65.35	60.17	38.22	35.68	37.89	33.65	37.24	31.38	47.75	50.69	34.82	43.19	38.06	27.78	37.43	32.1	30.51	47.18	29.28	28.98	37.47	36.66	32.65
Ndufaf3	0.21	0.15	0.1	0	0	0	0	0	0	1.15	0	0	0	0	1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0
Ndufaf3	1.26	1.94	0.21	0.11	0	0.83	0	1.99	1.21	1.15	0.45	2.18	0	3.29	0.85	0	0	0.13	0	1.87	0	0.14	0	0	0	1.64	0	0.09	0	0	0.12	0	0	0.11	0	0	0
Ndufaf3	0.21	0.15	0.1	0	0	0.28	0	0	0	0	0	0	0	0	0	0	0	0.25	0.18	0	0	0.14	0	0	0.14	0.55	0	0.18	0.78	0	0.35	0	0	0.46	0	0	0.29
Ndufaf3	0.63	1.04	0.73	1.2	0	2.78	0	0	0	1.15	1.35	4.35	1.45	0	0.85	3.01	0.48	1.88	0.92	1.87	0	1.4	0.78	1.22	1.38	1.64	1.21	1.16	1.56	0.47	1.89	1.35	1.03	2.98	1.56	1.58	2.5
Ndufaf3	0	0	0	0	0	0	0	0	0	0	0	0	1.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0
Dalrd3	10.6	9.55	12.08	13.42	0	23.32	9.97	5.98	7.26	6.93	14.8	14.14	8.67	19.76	28.86	6.02	21.79	21.98	19.08	12.15	26.6	24.51	16.44	17.1	31.44	12.03	24.77	31.16	14.82	27.38	25.78	14.83	19.52	26.8	18.74	25.23	21.77
Dalrd3	0.1	0	0.1	0	0	0.28	0	0	0.61	0	0	0	0	0	0	0	0.48	0.13	0	0	0	0	0	0	0.14	0	0	0.18	0	0.47	0	0	0	0	0	0	0
Arih2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0
Arih2	1.05	0.3	0	0	0	0.56	1.25	0	0	0	0	1.09	0	0	0.85	0	0	0	0	0	0	0.07	0	0	0.07	0	0	0.27	0	0	0.12	0	0	0.11	0	0	0
Arih2	41.45	27.31	18.54	16.04	70.75	24.84	52.37	23.92	42.38	12.7	22.42	14.14	20.24	23.06	16.13	12.03	21.31	15.58	14.22	20.57	12.41	16.04	17.22	19.54	16.69	20.23	18.12	24.93	21.84	20.77	21.88	32.35	15.41	18.55	20.3	18.53	23.98
Arih2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arih2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arih2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55	0	0	0	0	0	0	0	0	0	0	0
Nckipsd	0.1	0.15	0.1	0	0	0	0.62	0	0	0	0	0	0	3.29	0	0	0.24	0	0	0	0	0.14	0.78	0	0.28	0.55	0	0.18	0	0	0.24	0	0.51	0.23	0	0.39	0.29
Nckipsd	3.04	4.03	5.21	7.96	0	11.8	4.99	5.98	2.42	3.46	14.35	6.53	1.45	3.29	5.94	3.01	18.58	22.23	19.91	4.67	16.85	23.88	5.48	25.65	27.51	9.84	25.37	21.28	7.02	22.19	27.31	10.78	19.01	20.96	10.93	27.99	21.18
Pfkfb4	1.99	2.98	5	6.11	0	4.3	1.25	1.99	1.21	4.62	3.59	8.7	0	0	1.7	6.02	7.38	7.66	8.35	4.67	5.32	6.44	4.7	9.16	5.79	3.83	6.65	4.9	5.46	8.03	5.2	0	7.19	5.04	1.56	2.76	4.41
Pfkfb4	2.83	4.48	7.19	11.13	0	9.3	6.23	3.99	14.53	9.24	14.35	18.49	13.01	32.94	8.49	6.02	23.82	26	17.71	21.5	27.49	18.49	21.14	19.54	14.96	14.76	19.94	13.71	17.16	19.36	11.71	13.48	17.98	10.65	15.61	7.49	10.44
Pfkfb4	0.63	1.94	2.19	3.05	0	12.08	0	0	1.21	2.31	4.48	11.97	0	19.76	1.7	18.05	17.86	21.23	26.15	1.87	10.64	17.23	2.35	12.83	17.24	2.19	14.5	9.79	3.12	12.75	6.74	0	7.71	9.16	3.12	6.31	8.53
Mtap4	0.42	0	0	0.11	0	0.14	0	1.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29
Mtap4	0.42	0.45	0.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0.09	0.93	0	0.14	0	0	0.07	0	0	0.09	0.78	0	0.12	0	0	0	0	0	0.15
Mtap4	0.63	0.6	0.1	0	0	0.14	0	0	0	0	0.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0.11	0	0	0
Mtap4	0.63	0.15	0	0	0	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtap4	3.25	2.39	1.56	1.2	0	1.25	3.12	3.99	1.82	6.93	0.45	0	1.45	0	0.85	0	1.91	1.63	1.65	3.74	0.89	2.03	1.57	1.22	1.38	0.55	0.6	1.6	3.12	0.94	0.95	1.35	1.03	1.03	1.56	1.58	0.74
Mtap4	130.55	41.04	26.67	26.84	23.58	16.79	52.37	81.73	77.49	91.23	30.05	58.74	39.03	62.59	37.35	36.1	21.55	20.22	27.25	25.24	15.07	20.38	25.05	18.32	22.2	22.41	25.98	14.6	21.06	18.88	12.65	32.35	14.9	16.84	20.3	30.75	17.06
Mtap4	37.26	20	11.56	11.35	15.72	8.19	27.43	33.89	18.77	18.48	14.35	22.84	7.23	23.06	6.79	9.02	11.67	10.8	10.73	16.83	9.75	10.51	12.53	10.38	7.79	17.49	6.65	7.92	20.28	8.5	5.32	14.83	4.11	5.84	12.49	7.88	7.94
Mtap4	76.51	22.98	15.42	11.46	7.86	10.41	23.07	43.86	18.77	27.71	14.35	29.37	8.67	23.06	17.82	18.05	13.46	15.2	18.99	10.28	13.3	14.99	11.74	15.88	13.38	15.31	12.69	8.37	20.28	16.52	8.99	18.87	11.82	8.48	18.74	14.59	9.27
Mtap4	13.85	5.22	3.85	5.02	7.86	4.16	3.12	7.97	3.63	17.32	7.62	5.44	4.34	16.47	3.4	15.04	6.07	6.03	8.26	9.35	7.09	6.58	7.05	8.55	6.21	9.84	4.23	5.25	9.36	7.55	3.9	9.44	5.14	4.7	4.68	5.91	5.3
Mtap4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtap4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtap4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtap4	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtap4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtap4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtap4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtap4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtap4	61.18	5.82	7.61	13.64	31.44	1.39	2.49	17.94	3.03	9.24	4.93	8.7	1.45	13.18	0.85	12.03	4.05	4.27	1.93	3.74	2.66	2.03	7.05	2.44	1.72	4.92	1.21	1.96	2.34	3.3	0.24	5.39	2.57	0.8	1.56	1.97	0.74
Mtap4	5.14	1.79	0.42	1.75	23.58	0.69	0	3.99	0	4.62	0	2.18	0	0	1.7	0	0.48	0.75	0.64	1.87	1.77	0.42	0.78	1.22	0.14	0	0.6	0.27	0	0.94	0.12	0	0	0.34	1.56	0.79	0.15
Ptpn23	2.1	0.9	0.63	0.55	0	0.14	3.12	15.95	0.61	1.15	0.45	1.09	0	0	0	0	0.71	0.13	0.64	1.87	0	0.21	0.78	0	0.28	0.55	0	0.18	0	0	0.12	0	1.54	0.11	0	0	0
Ptpn23	13.75	6.86	3.65	2.62	0	2.5	25.56	31.9	57.51	5.77	7.62	2.18	17.35	3.29	10.19	0	3.93	1.63	1.93	2.8	2.66	2.59	2.35	1.83	2.76	4.92	3.62	2.49	3.12	3.78	3.78	2.7	2.57	1.49	10.93	2.37	1.32
Ptpn23	54.05	49.1	26.88	19.09	0	23.32	89.77	43.86	173.75	26.56	39.02	18.49	69.38	26.35	29.71	27.07	18.46	19.35	14.86	24.3	23.05	18	27.4	20.77	21.45	14.76	25.37	25.64	22.61	22.66	32.4	31.01	23.63	23.25	24.98	28.78	22.5
Ptpn23	2.41	2.09	1.56	0.65	0	0.69	1.87	0	5.45	1.15	0.9	1.09	0	0	0	0	0.36	0.5	0.46	0.93	1.77	0.63	0.78	0	0.55	0.55	0	1.42	3.12	0.47	2.01	1.35	0	1.15	0	0.79	0.74
Ptpn23	4.62	2.84	1.46	1.64	0	1.25	5.61	0	17.56	2.31	1.35	5.44	8.67	0	1.7	9.02	0.24	0.5	0.55	0	0	0.63	0.78	0.61	0.41	0	0	0.71	0	0	0.71	1.35	0.51	0.92	0	0.39	0.88
Klhl18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klhl18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klhl18	4.72	6.42	5.94	4.8	7.86	5.69	3.12	0	6.66	3.46	5.38	3.26	2.89	0	5.94	3.01	7.86	7.41	7.62	4.67	6.21	8.54	7.83	4.89	9.03	4.92	10.27	9.35	3.9	3.3	10.29	4.04	4.62	8.82	9.37	5.12	8.97
Klhl18	0.42	0.6	0.21	0.11	0	0.83	0.62	0	1.21	0	0	0	1.45	0	0	0	1.19	0.38	0.83	0	0	0.63	0	0	1.31	0	0	0.98	0.78	0	0.35	0	1.03	0.23	0	1.18	0.44
Nbeal2	0	0.15	0	0	0	0.42	0	0	0	0	0	0	0	0	0	0	0	0.13	0.09	0	0	0.07	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0.39	0
Nbeal2	0.1	0.6	1.35	0.44	0	0.28	0	0	0.61	0	0.9	0	0	0	0	0	0.36	0.38	0.92	0	0	0.77	1.57	0	1.1	0	0.6	0.8	0	1.42	0.59	0	0.51	0.34	0	0	0.15
Nbeal2	1.57	8.06	9.06	6.33	23.58	1.53	0	0	1.82	6.93	2.69	5.44	1.45	3.29	3.4	0	2.14	3.14	2.39	1.87	4.43	4.34	3.91	1.83	2.62	3.83	3.62	2.58	3.12	1.89	2.84	1.35	3.08	1.37	3.12	2.76	0.74
Nbeal2	0.1	1.19	3.02	2.62	0	6.38	1.25	0	3.03	1.15	5.38	9.79	5.78	3.29	2.55	12.03	22.15	19.97	13.49	8.41	22.17	9.81	10.18	20.16	9.31	2.73	25.37	9.17	10.92	18.41	6.15	10.78	6.17	4.81	15.61	9.07	4.27
Nbeal2	0.1	0	0.52	0.33	0	0.42	0	0	0	0	0	0	1.45	3.29	0	0	2.62	1.76	1.65	0	1.77	1.26	0.78	1.83	0.76	0	0	0.53	0	1.42	0.71	0	0	0.57	1.56	1.18	0.29
Nbeal2	0.1	0.15	0.94	0.65	0	0.97	0	0	0.61	0	1.35	0	0	0	0	0	1.79	0.88	1.47	1.87	0.89	0.98	0.78	1.22	0.76	0	0	1.78	0.78	0.94	0.83	0	0	0.69	0	1.18	0.29
Nbeal2	0	0	0.1	0.11	0	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0.12	0	0	0	0	0.39	0
chr9:110612488..110612532,+	14.8	24.92	48.13	46.91	7.86	38.59	19.33	11.96	19.37	27.71	20.18	38.07	30.35	26.35	58.56	15.04	44.53	42.96	27.52	33.65	58.52	29.49	34.44	45.81	27.38	26.24	46.52	31.16	27.29	33.05	33.94	13.48	28.77	31.27	31.23	28.78	24.27
Ccrl2	4.93	1.79	0.63	0	0	0.28	15.59	25.92	4.84	2.31	1.35	0	0	0	2.55	0	0	0.13	0.09	0	0	0.07	0.78	0	0.07	0	0	0.27	0	0	0	0	0	0.23	1.56	0	0.15
Ccrl2	3.04	1.34	0.31	0	7.86	0.14	8.73	13.95	1.21	0	0.45	0	4.34	0	2.55	0	0.12	0.13	0	0.93	0	0.07	0	0	0.07	0.55	0	0.27	0	0	0.12	0	0.51	0	0	0	0.29
Ccrl2	4.09	1.19	0.94	0.55	7.86	0.28	19.33	17.94	3.63	1.15	2.24	1.09	1.45	3.29	2.55	3.01	0.12	0.13	0.09	0.93	0	0.07	0	0	0.21	0	0.6	0.18	0	0.47	0.24	0	0	0	0	0	0.59
Ccrl2	3.36	0.45	0.31	0.11	0	0.28	11.84	7.97	5.45	0	2.69	3.26	1.45	0	0.85	0	0	0.25	0.09	0	0.89	0.28	0	0	0.14	0	0	0.09	0	0	0.24	0	0.51	0.34	0	0	0.15
Ccrl2	3.15	0.75	0.73	0.11	0	0	9.35	9.97	1.21	0	0	0	1.45	0	2.55	0	0	0	0	0	0	0	0	0	0	1.09	0	0.18	0	0	0	0	0.51	0.11	1.56	0	0.15
Ccrl2	10.49	2.54	0.31	0.33	0	0	25.56	13.95	7.87	0	4.04	2.18	2.89	0	10.19	3.01	0.48	0.13	0.28	0	0	0.14	0	0	0.21	0	0	0.45	0.78	0	0.47	0	0	0.23	0	0.39	0.29
Ccrl2	5.14	1.34	0.1	0.22	0	0.14	11.84	11.96	0.61	1.15	2.69	0	2.89	0	3.4	0	0	0.13	0	0	0	0.28	0	0	0	0	0.6	0	0	0	0.12	0	0.51	0.11	0	0	0.44
Ccrl2	18.79	3.88	0.83	0.33	0	0.14	17.46	17.94	4.24	1.15	1.35	1.09	1.45	0	0.85	3.01	0	0.5	0.18	0	1.77	0.14	0	0	0.28	0	0	0.53	0	0	0.12	0	0.51	0	0	0	0.15
Ccrl2	2.52	0.15	0.1	0	0	0	0.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0
Ccrl2	3.57	0.6	0.1	0.33	0	0	6.86	0	1.21	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccrl2	12.7	2.84	0.52	1.09	7.86	0.28	16.83	25.92	6.05	2.31	4.48	0	1.45	0	2.55	3.01	0.71	0.88	1.1	0.93	0.89	1.33	0	0.61	0.97	2.19	0.6	1.16	1.56	2.83	1.42	1.35	0.51	0.8	0	0.39	1.18
Ccrl2	10.81	1.64	0.21	0.33	0	0	11.84	9.97	3.03	0	1.35	1.09	4.34	0	0.85	3.01	0	0.25	0.28	0	0	0.14	0	0	0.14	0	0.6	0.18	0	0.47	0.12	0	0.51	0.34	0	0.39	0.29
Ccrl2	300.67	41.63	9.58	4.26	15.72	1.25	285.53	235.23	73.86	40.42	30.95	2.18	43.36	6.59	16.13	12.03	2.14	3.14	2.57	1.87	0.89	1.54	0	1.22	2.14	2.19	1.21	3.12	3.9	0.47	3.07	1.35	1.03	3.89	0	2.37	9.41
Ccrl2	255.55	68.35	16.04	6.55	0	3.47	273.68	348.86	96.26	32.33	40.36	7.61	41.92	9.88	19.52	24.07	6.79	9.67	5.41	6.54	1.77	6.93	2.35	1.83	7.93	2.19	3.02	12.29	4.68	4.72	9.7	5.39	6.17	9.39	7.81	7.1	18.83
Ccrl2	1192.72	498.87	111.68	87.17	133.64	23.87	3097.78	3502.56	765.24	329.11	355.65	141.42	455.31	184.46	480.4	351.97	7.38	10.43	9.45	16.83	6.21	10.79	16.44	7.94	19.65	21.87	9.67	36.59	28.07	8.5	23.29	20.22	14.9	10.88	7.81	7.1	7.65
Ccrl2	82.8	88.49	41.98	18	15.72	9.58	126.55	107.65	73.25	108.55	27.36	33.72	50.59	29.65	63.66	54.15	9.29	10.3	12.02	24.3	15.07	10.79	19.57	9.77	12.76	19.68	9.67	14.51	21.84	15.11	9.81	32.35	11.3	7.9	20.3	8.28	6.47
Ccrl2	38.1	33.58	15.73	3.49	7.86	2.91	59.85	69.77	51.46	43.88	13.01	13.05	21.68	9.88	13.58	15.04	3.45	4.02	4.59	8.41	0.89	3.64	7.05	3.05	4.28	7.11	5.44	5.16	9.36	5.19	3.43	8.09	1.54	2.29	4.68	1.97	1.77
Ccrl2	156.16	81.78	12.4	3.05	0	2.08	490.01	514.32	253.67	92.38	71.76	11.97	122.86	6.59	58.56	18.05	2.5	2.01	2.11	7.48	0.89	1.75	3.13	0.61	2.69	3.83	1.81	1.96	2.34	1.89	2.36	8.09	1.03	1.6	7.81	1.18	0.59
Lrrfip2	253.76	170.27	79.38	65.24	94.33	78.98	426.42	404.68	249.43	101.62	95.98	54.39	119.97	72.47	98.46	111.31	57.16	53.51	54.41	50.48	47	53.44	62.63	54.97	62.96	59.58	51.35	79.32	63.17	53.35	76.62	79.54	64.22	84.29	71.82	81.21	86.49
Lrrfip2	4.51	1.19	0.1	0.22	7.86	0.28	9.97	11.96	10.9	1.15	0.9	0	1.45	0	0.85	0	0.12	0.13	0	0	0	0	0	0	0.14	0.55	0	0.09	0.78	0	0	0	0.51	0.23	0	0.39	0.29
Lrrfip2	0.31	0.15	0	0	0	0	0.62	1.99	1.21	0	0	0	1.45	3.29	0	0	0	0	0.09	0	0	0	0	0	0.14	0	0	0	0	0.47	0	0	0	0	0	0	0.15
Lrrfip2	0.73	0.75	0.21	0.11	0	0.28	2.49	1.99	1.82	0	0.9	0	0	0	1.7	0	0.36	0.5	0.46	0	0	0.28	0.78	0	0.34	1.09	0	0.36	0	0	0.24	0	0.51	0.11	0	0	0.44
Lrrfip2	1.99	0.3	0	0	0	0.42	6.86	7.97	8.48	0	1.35	0	1.45	0	0.85	0	0.12	0	0.18	0	0	0	0	0	0	0	0	0.18	0	0	0.24	0	0.51	0.11	0	0.39	0.29
Pdcd6ip	4.3	1.04	1.77	1.96	15.72	0.42	0	5.98	1.21	0	1.35	4.35	0	0	4.24	0	1.79	1.26	1.83	0.93	1.77	1.47	0.78	0.61	1.45	1.09	2.42	0.8	2.34	3.3	0.35	1.35	1.03	0.34	1.56	1.18	1.32
Pdcd6ip	5.88	1.34	1.88	5.78	39.31	0.42	0.62	1.99	1.21	2.31	1.35	0	2.89	3.29	1.7	3.01	1.91	2.51	1.01	1.87	0	0.98	1.57	1.22	1.03	3.28	1.81	0.62	1.56	1.42	0.83	2.7	2.06	1.37	4.68	2.37	1.32
